id_tov,Наименование,Категория,Группа,Кол-во чеков за месяц,Единица измерения,Кол-во за месяц,Среднее кол-во за месяц,Сумма продаж за месяц
76 709,Напиток газированный Добрый Cola без сахара 1 л,Мировые бренды,Газированные напитки. Квас (МБ),80,шт,95.00,1.19,10715
16 215,"Мед ""Гречишный""",Консервация,Мед,32,шт,32.00,1.00,10712.88
62 048,"Вареники с творогом, 265 г",ДаркКитчен,Вареники Пельмени ДК,44,шт,48.00,1.09,10709.25
93 456,"Торт ""Золотой сундучок"" с вареной сгущенкой, 520 г","Торты, пирожные, десерты",Десерты выходного дня,18,шт,19.00,1.06,10707
83 443,"Батончик из белевской пастилы ""Ягодное ассорти""","Сладости, кондитерские изделия","Безе, пастила",79,шт,167.00,2.11,10706.53
781,"Макароны ""Спагетти""",Бакалея,Макаронные изделия,113,шт,128.00,1.13,10702.44
65 695,Сосиски Дымов с сыром 464 г,Мировые бренды,Гастрономия Мясо (МБ),36,шт,36.00,1.00,10694
64 138,"Лимонад ""Домашний"" с соком яблока-груши, 330 мл",Напитки,Лимонады. Чаи,67,шт,100.00,1.49,10690.4
14 631,Масло льняное холодного отжима,Бакалея,Растительные масла,64,шт,65.00,1.02,10687.68
16 072,Картофель отварной,Овощи. Фрукты. Грибы. Зелень,"Вареные овощи, овощные снеки",91,шт,111.00,1.22,10686.49
80 319,"Сырники с вишневой начинкой, зам., 600 г",Замороженные п/ф,Сырники с начинкой зам,15,шт,18.00,1.20,10680.16
50 807,"Огурцы длинноплодные, шт",Овощи. Фрукты. Грибы. Зелень,Огурцы,98,шт,160.00,1.63,10680
15 882,Арахисовая паста,"Сладости, кондитерские изделия",Топпинги,59,шт,63.00,1.07,10673.97
70 274,"Кета жареная филе, 200 г",Рыба. Морепродукты,Рыба жареная,34,шт,37.00,1.09,10668.72
69 335,"Колбаса Монреаль с/к, нарезка",Мясные деликатесы. Колбасы,Колбаса с/к и с/в,48,шт,48.00,1.00,10656.88
55 261,Утенок в ягодном соусе,Мясо. Птица. П/ф охл. Яйца,Утка,9,кг,18.90,2.10,10653.23
88 745,Любмени мясные со сливками,Замороженные п/ф,Пельмени мясо,20,шт,22.00,1.10,10653
1 600,"Сыр ""Гран-При"", 200г",Сыры,Сыры твердые,35,шт,36.00,1.03,10647.52
84 839,Пельмени Сибирские ГОСТ,Замороженные п/ф,Пельмени мясо,20,шт,20.00,1.00,10643.6
80 200,Сырок творожный с вареным сгущенным молоком в бельгийском мол. шок. 26%,Молочная Продукция,Сырки творожные,83,шт,125.00,1.51,10636.96
21 115,"Масло из козьего молока, вес",Молочная Продукция,Продукты из козьего и овечьего молока,32,кг,5.99,0.19,10634.99
62 059,Пельмени с курицей и укропом,ДаркКитчен,Вареники Пельмени ДК,34,шт,36.00,1.06,10633.15
97 386,"Бургер ""Минский-Оригинальный""",ДаркКитчен,Бургеры ДК,21,шт,24.00,1.14,10624.5
81 563,"Печенье ""Туиль"" с тыквенными семечками","Сладости, кондитерские изделия","Печенье, галеты",54,шт,59.00,1.09,10623.28
40 826,Кофе молотый Lavazza Crema e Gusto 250 г,Мировые бренды,"Чай, Кофе (МБ)",19,шт,19.00,1.00,10621
54 124,Крупа гречневая Увелка ядрица быстроразваривающаяся Экстра 5х80 г,Мировые бренды,Бакалея (МБ),82,шт,97.00,1.18,10611
85 221,"Кета филе-кусок без кожи зам., 600 г",Рыба. Морепродукты,Замороженная ДВ рыба,12,шт,14.00,1.17,10607.3
93 773,"Сыр ""Халлуми"" с вялеными томатами и халапеньо, 200 г",Сыры,Сыры свежие и рассольные,37,шт,41.00,1.11,10589.14
64 468,"Бургер ""Сочная цыпа""",ДаркКитчен,Бургеры ДК,28,шт,28.00,1.00,10578.82
64 362,"Печенье ""Твиль""","Сладости, кондитерские изделия",Печенье песочное,59,шт,65.00,1.10,10567.7
22 675,"Бумага туалетная влажная с Алоэ, 30 шт",Нон-Фуд,Влажная туалетная бумага,77,шт,119.00,1.55,10563.05
52 588,Деликатесы сырокопченые Велком Ассорти Шейка Балык Бекон нарезка 90 г,Мировые бренды,Гастрономия Мясо (МБ),53,шт,61.00,1.15,10562
26 872,"Смузи манго-маракуйя, 1 л",Напитки,Смузи,29,шт,30.00,1.03,10560.2
53 917,Каша овсяная со свежей голубикой и карамелизированными бананами,ДаркКитчен,Каши и гранолы ДК,30,шт,32.00,1.07,10560
80 357,"Мармелад жевательный ""Лесные друзья"", 100 г","Сладости, кондитерские изделия",Мармелад,97,шт,121.00,1.25,10557.37
88 454,"Комбо: Борщ Вегетарианский и Гречка с котлетой ""НЕМЯСО""",ДаркКитчен,Наборы ДК,22,шт,22.00,1.00,10556.82
49 775,Печенье сахарное в молочном шоколаде,"Сладости, кондитерские изделия","Печенье затяжное, сахарное, крекеры",57,шт,68.00,1.19,10548.2
88 260,"Манго сушеное, 300 гр","Сухофрукты. Сушеные овощи, грибы, ягоды. Орехи","Сухофрукты, сушеные овощи и цукаты",26,шт,25.00,0.96,10543.5
81 628,Напиток соево-банановый Planto обогащенный кальцием ультрапастеризованный 1 л,Мировые бренды,Веганская продукция (МБ),34,шт,41.00,1.21,10537
25 307,"Соломка с начинкой, со вкусом черной смородины","Сладости, кондитерские изделия","Печенье затяжное, сахарное, крекеры",98,шт,104.00,1.06,10530.48
71 078,"Мини-хинкали с говядиной и свининой ""Кавказские"", зам.",Замороженные п/ф,"Хинкали, манты",19,шт,21.00,1.11,10514.61
20 480,"Морской коктейль зам., 400 г",Рыба. Морепродукты,Замороженные морепродукты прочие,20,шт,20.00,1.00,10505.25
25 276,Мини плюшки с корицей и сахаром,"Сладости, кондитерские изделия","Печенье, галеты",50,шт,54.00,1.08,10489.7
66 710,"Пицца ""Маргарита"", 350 г",Кулинария,Пиццы,25,шт,28.00,1.12,10483.86
65 293,Сардельки свиные Ближние Горки 580 г,Мировые бренды,Гастрономия Мясо (МБ),28,шт,29.00,1.04,10480
68 090,Сметана Киржачский молочный завод 15% 450 г,Мировые бренды,Молочные продукты (МБ),53,шт,60.00,1.13,10478
73 910,"Зефир воздушный ""Барбекю"", 200 г","Сладости, кондитерские изделия",Зефир,39,шт,47.00,1.21,10477.58
56 997,"Чипсы нутовые ""Сметана и зелень""",Бакалея,"Снеки зерновые, овощные",88,шт,96.00,1.09,10472.34
31 138,"Мороженое протеин. ""Мятная тыква"" без сахара",Мороженое,Мороженое в стаканчиках,60,шт,84.00,1.40,10456.06
67 599,"Пирожное ""Деревня Муравьешкино"" с шок. начинкой","Торты, пирожные, десерты",Пирожные,41,шт,45.00,1.10,10455.98
73 504,Наггетсы Горячая штучка без мяса 250 г,Мировые бренды,Веганская продукция (МБ),44,шт,65.00,1.48,10451
