id_tov,Наименование,Категория,Группа,Кол-во чеков за месяц,Единица измерения,Кол-во за месяц,Среднее кол-во за месяц,Сумма продаж за месяц
18 065,"Хлеб ""Паланга"", нарезка",Хлеб,Хлеб ржано-пшеничный,53,шт,53.00,1.00,4723.92
53 261,"Миндаль жареный, 100 г","Сухофрукты. Сушеные овощи, грибы, ягоды. Орехи",Орехи,27,шт,30.00,1.11,4720.22
92 075,"Язычки слоеные ""Сочный лимон"" с начинкой",Хлеб,Сдоба,29,шт,33.00,1.14,4715.16
55 939,Смесь овощная 4 Сезона Борщ Московский быстрозамороженная 400 г,Мировые бренды,Замороженные продукты (МБ),14,шт,31.00,2.21,4712
33 451,"Какао-напиток ""Шоколадный""",Бакалея,Напитки порционные,60,шт,88.00,1.47,4708.8
68 306,Кондиционер-смягчитель для белья ABC Любовь камелии 2 л,Мировые бренды,Бытовая химия (МБ),12,шт,12.00,1.00,4708
27 828,"Лукум сбивной С КЛЮКВОЙ, ВЕС",Отдел без упаковки,Сыпучие сладости без фантика,21,кг,8.14,0.39,4706.89
72 224,"Помадка ""Восточная"" с миндалем и фисташками","Сладости, кондитерские изделия","Восточные сладости, халва",21,шт,23.00,1.10,4702.05
100 277,"Бургер ""Мангович"" с говядиной",ДаркКитчен,Бургеры ДК,9,шт,10.00,1.11,4700
74 731,"Жидкость для снятия всех видов лака ""Кератиновая"", 110 мл",Нон-Фуд,Уход за руками и ногами,33,шт,33.00,1.00,4699.45
91 313,"Сыр ""Сулугуни"" в рассоле",Сыры,Сыры свежие и рассольные,17,шт,17.00,1.00,4696.6
68 310,"Молоко Вкуснотеево ультрапастеризованное 1,5% 950 г",Мировые бренды,Молочные продукты (МБ),29,шт,38.00,1.31,4694
83 878,Печенье овсяное с вишней и шоколадом,"Сладости, кондитерские изделия",Печенье овсяное,19,шт,20.00,1.05,4690.41
46 142,Хлопья Мистраль Геркулес Фермерский 400 г,Мировые бренды,Бакалея (МБ),40,шт,43.00,1.08,4687
52 746,"Напиток ""Гранат"" безалкогольный газированный, 330 мл",Напитки,Лимонады. Чаи,13,шт,37.00,2.85,4686.3
38 793,"Смесь хлопьев ""Мультизлаковая""",Бакалея,Каши.Хлопья,52,шт,57.00,1.10,4680.37
84 336,"Сок яблочно-виноградный восстановленный осветленный, 200 мл",Напитки,Детские напитки,80,шт,157.00,1.96,4680
44 859,Макаронные изделия La Molisana №204 Лапша яичная в гнездах 250 г,Мировые бренды,Бакалея (МБ),17,шт,18.00,1.06,4680
23 786,"Соус ""Песто"" классический",Бакалея,Соусы.Прочее,18,шт,16.00,0.89,4677.9
75 094,"Наггетсы из цыпленка-бройлера ""Сливочные"", зам.",Замороженные п/ф,"Наггетсы, стрипсы зам",15,шт,15.00,1.00,4675
68 491,"Хинкали с говядиной и бараниной, 480 г",Замороженные п/ф,"Хинкали, манты",10,шт,11.00,1.10,4672.92
64 212,"Пряник ржаной с начинкой ""Яблоко-Черёмуха""","Сладости, кондитерские изделия",Пряники,32,шт,40.00,1.25,4671.16
63 786,"Шоколад ""Овсяный"" на мальтите и стевии","Сладости, кондитерские изделия",Шоколад,23,шт,24.00,1.04,4670.4
46 360,Уксус Дядя Ваня столовый 9% 1 л,Мировые бренды,Консервация (МБ),46,шт,47.00,1.02,4670
75 998,"Йогурт ""Черника"" 2%",Молочная Продукция,Йогурты ложковые,67,шт,96.00,1.43,4669.6
68 364,Говядина голяшка без кости вес.,Мясная Витрина ВВ,Мясо ГП,7,кг,"01,07,1935",1.05,4665.06
71 662,Чипсы кукурузные Delicados Nachos с сыром 150 г,Мировые бренды,"Орехи, семечки (МБ)",42,шт,45.00,1.07,4665
78 362,Салфетки универсальные 150 шт.,Региональная полка Юг,Нон-Фуд (РПЮ),17,шт,17.00,1.00,4664.8
43 444,Вода питьевая Шишкин Лес газированная 1 л,Мировые бренды,Вода (МБ),47,шт,88.00,1.87,4664
25 145,"Питахайя, вес",Овощи. Фрукты. Грибы. Зелень,Экзотика,18,кг,"01,09,1996",0.55,4661.27
48 333,Окорок свиной б/к спб,Мясная Витрина ВВ,Свинина ГП,9,кг,8.85,0.98,4643.33
68 959,Хлебцы хрустящие Dr. Korner Ржаные с семенами льна 100 г,Мировые бренды,Спортивное питание (МБ),31,шт,39.00,1.26,4641
55 008,Тесто слоеное Морозко Легкое бездрожжевое замороженное 500 г,Мировые бренды,Замороженные продукты (МБ),36,шт,39.00,1.08,4641
81 974,"Салфетки влажные ""Бактерицидные с хлоргексидином и алоэ вера"", 20 шт",Нон-Фуд,Влажные салфетки,54,шт,81.00,1.50,4637.1
68 741,"Блинчики с вишней и шоколадом, зам.",Замороженные п/ф,Блинчики гурмэ зам,17,шт,16.00,0.94,4636
75 435,"Бифилайф ""Черника"" 2,5%",Молочная Продукция,Современные кисломолочные продукты,50,шт,56.00,1.12,4635.35
31 876,Томатная паста Mutti тюбик 130 г,Мировые бренды,Консервация (МБ),23,шт,24.00,1.04,4632
79 397,"Творог мягкий из цельного молока с персиком 5-8,6%",Молочная Продукция,Творог мягкий,46,шт,69.00,1.50,4630.42
44 585,Соль морская Setra пищевая йодированная мелкая п/б 250 г,Мировые бренды,Бакалея (МБ),34,шт,40.00,1.18,4630
24 298,"Лейкопластырь бактерицидный, 20 шт",Нон-Фуд,Медицинские изделия,34,шт,44.00,1.29,4627.7
91 731,Сметана Простоквашино из топленых сливок 15% 260 г,Мировые бренды,Молочные продукты (МБ),36,шт,38.00,1.06,4627.1
66 488,Булгур цельнозерновой,Бакалея,Крупы. Бобовые,29,шт,42.00,1.45,4626.4
68 007,"Чипсы картофельные с солью, 50 г",Бакалея,Чипсы картофельные,59,шт,67.00,1.14,4623.5
65 933,Кофе в капсулах для кофемашин Coffesso Crema Delicato 10 шт,Мировые бренды,"Чай, Кофе (МБ)",10,шт,13.00,1.30,4622.5
81 679,Печенье Кухмастер Американо 270 г,Мировые бренды,"Сладости, Кондитерские изделия (МБ)",25,шт,28.00,1.12,4620
93 461,"Облепиха дикорастущая зам, 300 г",Овощи. Фрукты. Грибы. Зелень,Замороженные моно фрукты,17,шт,24.00,1.41,4620
79 588,Пастила фруктово-овощная из яблока и моркови с грецким орехом и кокосом 100 гр_РП,Региональная полка Поволжье,"Сладости, кондитерские изделия (РПП)",27,шт,32.00,1.19,4617.45
24 598,"Шоколад горький, ВЕС",Отдел без упаковки,Сыпучие сладости в фантике,8,кг,1.90,0.24,4612.86
86 225,Лук жареный,Бакалея,Специи и приправы,26,шт,26.00,1.00,4612.63
58 865,"Пирожные дайфукумоти ""Черная смородина"" зам.","Торты, десерты замороженные","Пирожные, десерты замороженные",27,шт,28.00,1.04,4609.85
77 524,"Какао-бобы в шоколаде, 70г","Сладости, кондитерские изделия",Сладости из орехов и сухофруктов,16,шт,21.00,1.31,4609.5
20 524,"Пельмени с треской и горбушей, 450 г",Замороженные п/ф,Пельмени рыба,15,шт,16.00,1.07,4608
82 654,"Бритвы одноразовые с 3 лезвиями, 4шт",Нон-Фуд,Личная гигиена,22,шт,20.00,0.91,4600
80 101,"Комбуча с медом, 330 мл",Напитки,Комбучи,38,шт,50.00,1.32,4599.78
16 844,"Перец черный молотый, 10 г",Бакалея,Специи и приправы,111,шт,129.00,1.16,4593.6
55 285,Сок детский Сады Придонья яблоко и вишня осветленный с 5 месяцев 200 мл,Мировые бренды,Детские товары Фуд (МБ),76,шт,158.00,2.08,4591
55 585,Томатная паста Помидорка 140 г,Мировые бренды,Консервация (МБ),32,шт,37.00,1.16,4591
96 475,"Креветки белоногие очищ. с хвостом с/м 26/30 зам., 500 г",Рыба. Морепродукты,Замороженные креветки,5,шт,5.00,1.00,4590
91 698,Ветчина Знаменский ветчинный дом по швейцарскому рецепту 130 г,Мировые бренды,Гастрономия Мясо (МБ),21,шт,30.00,1.43,4590
51 288,Печенье протеиновое с суфле Ёбатон Клубника 50 г,Мировые бренды,Спортивное питание (МБ),29,шт,35.00,1.21,4587
74 427,Чипсы нутовые со вкусом грибов,Бакалея,"Снеки зерновые, овощные",34,шт,41.00,1.21,4580.8
92 063,"Торт-мини ""Деревня Муравьешкино"", 380 г","Торты, пирожные, десерты",Торты мини,9,шт,9.00,1.00,4576
40 138,Спрей чистящий универсальный Cif Антибактериальный 500 мл,Мировые бренды,Бытовая химия (МБ),14,шт,14.00,1.00,4576
69 789,Бумага туалетная влажная REVA детская 80 шт,Мировые бренды,Детские товары НонФуд (МБ),21,шт,23.00,1.10,4568
62 233,"Печенье затяжное ""Алинка""","Сладости, кондитерские изделия","Печенье затяжное, сахарное, крекеры",38,шт,43.00,1.13,4566.76
81 923,"Йогурт с персиком и маракуйей 2,5%, 300 г",Молочная Продукция,Йогурты ложковые,32,шт,37.00,1.16,4562.82
78 247,Сырные шарики,Кулинария,Закуски,17,шт,19.00,1.12,4561.96
58 466,Паста Том Ям Aroy-D 50 г,Мировые бренды,Азия (МБ),32,шт,57.00,1.78,4560
38 177,Экстракт плодов шиповника растворимый,Бакалея,Чай травяной,16,шт,18.00,1.13,4557.16
33 829,Капуста цветная Bonduelle мини замороженная 300 г,Мировые бренды,Замороженные продукты (МБ),24,шт,25.00,1.04,4556
74 435,"Манты с говядиной и свининой, зам.",Замороженные п/ф,"Хинкали, манты",7,шт,8.00,1.14,4554
79 605,"Виноград сушеный кишмиш ""Узбекский"", 150 г","Сухофрукты. Сушеные овощи, грибы, ягоды. Орехи","Сухофрукты, сушеные овощи и цукаты",28,шт,29.00,1.04,4552.96
81 126,"Фрикадельки ""не мясо"" в томатно-шпинатном соусе с брокколи",ДаркКитчен,Веган ДК,11,шт,11.00,1.00,4552.55
78 496,"Салфетки влажные детские, 20 шт",Нон-Фуд,Влажные салфетки,67,шт,83.00,1.24,4551.25
60 246,Смесь овощная Hortex Суп из цветной капусты с укропом быстрозамороженная 400 г,Мировые бренды,Замороженные продукты (МБ),17,шт,23.00,1.35,4547
88 690,Капуста квашеная с морковью и хреном,Консервация,Овощные закуски,37,шт,36.00,0.97,4544
65 449,Чипсы Snaq Fabriq цельнозерновые Сметана и зеленый лук 50 г,Мировые бренды,Спортивное питание (МБ),45,шт,59.00,1.31,4543
33 150,Вода питьевая Святой Источник Спорт негазированная 750 мл,Мировые бренды,Вода (МБ),41,шт,77.00,1.88,4543
65 844,Основа для морса облепиха_РП,Региональная полка СПб,Напитки (РПС),19,шт,31.00,1.63,4537.5
27 331,"Салфетки бумажные 2 слоя, 50 шт",Нон-Фуд,Полотенца и салфетки,67,шт,92.00,1.37,4536.5
83 476,Лимонад Borjomi Limonati by Тархун 330 мл,Мировые бренды,Газированные напитки. Квас (МБ),23,шт,32.00,1.39,4535
89 721,"Лимонад ""Домашний"" с соком личи-ананас, 330 мл",Напитки,Лимонады. Чаи,33,шт,40.00,1.21,4531
76 485,Паприка копченая Премиум,Индилавка,Пряности и специи,29,шт,30.00,1.03,4530
67 859,Розы кустистые в горшочке,Овощи. Фрукты. Грибы. Зелень,Цветы в горшочке,9,шт,11.00,1.22,4529
94 712,Мороженое Шин-Лайн Мишка на полюсе Рожок пломбир с клубникой 110 г,Мировые бренды,Замороженные десерты (МБ),22,шт,45.00,2.05,4527
48 323,Грудинка варено-копченая Велком Домашняя свиная 350 г,Мировые бренды,Гастрономия Мясо (МБ),11,шт,11.00,1.00,4527
73 543,Бульон ProBulion костный рыбный замороженный 300 мл,Мировые бренды,Замороженные продукты (МБ),8,шт,10.00,1.25,4526
69 744,"Люля-кебаб ""Классический""",Мясо. Птица. П/ф охл. Яйца,Колбаски для жарки. Люля,13,шт,15.00,1.15,4525
96 480,"Кешью жареный с кожурой соленый, 100 г","Сухофрукты. Сушеные овощи, грибы, ягоды. Орехи",Орехи и сухофрукты Даркстор,19,шт,19.00,1.00,4523.7
45 271,Соль морская Setra йодированная крупная 500 г,Мировые бренды,Бакалея (МБ),51,шт,53.00,1.04,4523
68 930,Карамель леденцовая в ассортименте,"Сладости, кондитерские изделия",Леденцы,75,шт,198.00,2.64,4520.42
85 879,"Кусочки фруктовые ""Яблоко-манго-маракуйя"", 27 г",Детское питание,Детская бакалея,22,шт,57.00,2.59,4519.5
39 568,Смесь из орехов с сушеной клубникой,"Сухофрукты. Сушеные овощи, грибы, ягоды. Орехи",Орехово-фруктовые смеси,23,шт,23.00,1.00,4515
32 903,Макаронные изделия Макфа Ракушки 400 г,Мировые бренды,Бакалея (МБ),44,шт,53.00,1.20,4513
39 099,"Драже ""Латте-Пекан. Бархат"", ВЕС",Отдел без упаковки,Сыпучие сладости без фантика,11,кг,1.60,0.15,4512.62
75 608,"Мыло жидкое парфюмированное ""Дерево уд"", 300 мл",Нон-Фуд,Жидкое мыло Арома,10,шт,11.00,1.10,4510
33 145,Вода питьевая детская Святой Источник Спортик негазированная 330 мл,Мировые бренды,Вода (МБ),31,шт,113.00,3.65,4509
46 483,Чай черный Азерчай Букет крупнолистовой 100 г,Мировые бренды,"Чай, Кофе (МБ)",22,шт,23.00,1.05,4508
64 855,Кондиционер для белья BioMio Bio-soft Лаванда экологичный 1 л,Мировые бренды,Бытовая химия (МБ),9,шт,10.00,1.11,4507
64 989,Драже кукурузное в шоколаде,"Сладости, кондитерские изделия",Мелкоштучные шоколадные изделия,14,шт,26.00,1.86,4504.32
70 221,Бритва женская BIC Twin Lady с двумя лезвиями 5 шт,Мировые бренды,Средства гигиены (МБ),24,шт,24.00,1.00,4503
62 761,Грецкий орех Семушка 200 г,Мировые бренды,"Орехи, семечки (МБ)",8,шт,8.00,1.00,4502
90 863,"Вареники с картофелем и сыром Сулугуни, 800 г",Замороженные п/ф,Вареники семейный формат,12,шт,12.00,1.00,4501.1
76 555,"Мармелад неглазированный черносмородиновый, ВЕС",Отдел без упаковки,Сыпучие сладости в фантике,20,кг,"01,06,2022",0.31,4494.58
75 657,Мороженое Monterra Кокос Шоколад 480 мл,Мировые бренды,Замороженные десерты (МБ),10,шт,10.00,1.00,4493
55 006,Тесто слоеное Морозко дрожжевое замороженное 400 г,Мировые бренды,Замороженные продукты (МБ),24,шт,35.00,1.46,4492
47 813,"Набор тарелок бумажных, белые, 6 шт",Нон-Фуд,Одноразовая посуда,31,шт,70.00,2.26,4489.76
57 096,Щетка зубная классическая (средняя),Нон-Фуд,Уход за полостью рта,33,шт,38.00,1.15,4488
93 169,Напиток газированный Evervess Кола без сахара 1 л,Мировые бренды,Газированные напитки. Квас (МБ),27,шт,38.00,1.41,4484
39 522,Салфетки хозяйственные в рулоне Meule 22х22 см 100 л,Мировые бренды,Все для дома (МБ),13,шт,17.00,1.31,4483
78 058,"Соус соевый, 220 мл",Бакалея,Соусы.Азия,41,шт,41.00,1.00,4482.5
31 681,"Губки кухонные, 5 шт",Нон-Фуд,Бытовые товары,63,шт,65.00,1.03,4477.2
61 390,"Снек кукурузный со вкусом ""Сметана и зелень""",Бакалея,Снеки кукурузные,43,шт,62.00,1.44,4475.93
43 006,"Онигири с креветками ""Эби Чили""",Кулинария,Япония_Онигири,27,шт,30.00,1.11,4470.84
96 014,Гренки Фишка Альпийская сметана с луком 120 г,Мировые бренды,"Орехи, семечки (МБ)",50,шт,65.00,1.30,4470.51
91 081,"Лодочка с сыром, яйцом и зеленым луком",Кулинария,"Выпечка, пироги",28,шт,31.00,1.11,4470
51 965,"Компот из фейхоа, 1 л",Напитки,Морсы. Компоты,10,шт,15.00,1.50,4470
88 797,"Бефстроганов из говядины, зам.",Замороженные п/ф,Вторые блюда зам,4,шт,6.00,1.50,4468.4
81 485,"Сырники с рикоттой, зам.",Замороженные п/ф,Сырники без начинки зам,13,шт,14.00,1.08,4466.24
52 610,Ватные палочки Bella Cotton гигиенические в пакете 200 шт,Мировые бренды,Средства гигиены (МБ),57,шт,58.00,1.02,4466
80 825,Пирожное Kinder Delice бисквитное 39 г,Мировые бренды,"Сладости, Кондитерские изделия (МБ)",35,шт,47.00,1.34,4465
91 300,"Крем кокосовый (веган), 170 г",Молочная Продукция,"Растительные ложковые продукты, сырки",38,шт,46.00,1.21,4461.94
88 968,"Мороженое сливочное ""Лимонное""_РП",Региональная полка Юг,Мороженое (РПЮ),22,шт,33.00,1.50,4461
88 886,Фасоль с овощами (без доб. сахара),Консервация,Бобовые консервы,23,шт,27.00,1.17,4461
30 737,"Напиток кофейный ""Латте на миндальном молоке"", 180 мл",Молочная Продукция,Растительные питьевые продукты,15,шт,24.00,1.60,4457.7
89 747,"Масло оливковое Extra Virgin, Испания",Бакалея,Растительные масла,5,шт,5.00,1.00,4457.6
52 713,Чипсы мясные Егорьевская ФКГ из курицы 30 г,Мировые бренды,Гастрономия Мясо (МБ),20,шт,33.00,1.65,4457
65 450,Чипсы Bombbar цельнозерновые протеиновые со вкусом Нежный сыр 50 г,Мировые бренды,Спортивное питание (МБ),33,шт,45.00,1.36,4455
92 917,"Джем ""Клубничный""",Консервация,Варенье,21,шт,29.00,1.38,4452.76
91 645,"Риет из форели радужной с мягким творогом, 100 г",Рыба. Морепродукты,"Паштеты, закуски, сурими",19,шт,20.00,1.05,4448.85
51 282,Батончик протеиновый Ёбатон со вкусом кокоса в шоколадной глазури 50 г,Мировые бренды,Спортивное питание (МБ),45,шт,55.00,1.22,4448
91 569,"Голубцы ленивые свинина-говядина, зам.",Замороженные п/ф,"Голубцы, перцы, долма зам",11,шт,12.00,1.09,4446
69 160,"Котлетки из говядины, зам.",Замороженные п/ф,Котлеты мясо зам,9,шт,9.00,1.00,4446
51 887,"Корица молотая, Шри-Ланка",Бакалея,Специи и приправы,65,шт,77.00,1.18,4445.12
17 826,"Вода питьевая газированная, 500 мл",Напитки,Вода,68,шт,117.00,1.72,4444.86
50 500,"Семечки белые отборные, обжаренные с солью","Сухофрукты. Сушеные овощи, грибы, ягоды. Орехи",Семечки,42,шт,62.00,1.48,4443.86
78 556,Шоколадный батончик Snickers Лесной Орех 81 г,Мировые бренды,"Сладости, Кондитерские изделия (МБ)",47,шт,50.00,1.06,4443
65 018,Гель для стирки Aroma Drop Лаванда и ваниль 2в1 1 л,Мировые бренды,Бытовая химия (МБ),15,шт,15.00,1.00,4440
82 320,"Йогурт Viola Very Berry с персиком 2,6% 180 г",Мировые бренды,Молочные продукты (МБ),41,шт,58.00,1.41,4438
73 486,"Витамин С 500 мг + Цинк 25 мг таблетки шипучие со вкусом апельсина, 20 шт",Нон-Фуд,Витамины. БАД,19,шт,19.00,1.00,4435.02
80 370,"Баклажаны тепличные, 600 г",Овощи. Фрукты. Грибы. Зелень,Овощи,12,шт,13.00,1.08,4435
26 188,Булочки для хот-догов с кунжутом,Хлеб,Мелкоштучные х/б изделия,58,шт,69.00,1.19,4431
69 523,"Смесь из орехов с цукатами ""Тропический микс""","Сухофрукты. Сушеные овощи, грибы, ягоды. Орехи",Орехи и сухофрукты Даркстор,24,шт,27.00,1.13,4428.96
38 960,Конфета жевательная с ароматом клубники,"Сладости, кондитерские изделия",Мелкоштучные шоколадные изделия,63,шт,241.00,3.83,4427.24
92 535,Печенье Orion Goute затяжное 72 г,Мировые бренды,"Сладости, Кондитерские изделия (МБ)",40,шт,59.00,1.48,4425
974,Хлебцы ржано-отрубные,Хлеб,Хлебцы,47,шт,51.00,1.09,4420.3
80 545,"Икра ястычная сельди вяленая, 50 г",Рыба. Морепродукты,Снеки из вяленой рыбы и морепродуктов,17,шт,24.00,1.41,4419.8
64 142,"Рулет с маком, 200 г",Хлеб,Сдоба,31,шт,27.00,0.87,4419.49
93 264,"Лакомство для собак ""Хрустящие деликатесы"" рубец говяжий JAWZ, 350 гр",Нон-Фуд,Лакомства для животных,13,шт,16.00,1.23,4416
78 089,Пастила Белевская пастильная мануфактура с черной смородиной без добавления сахара 100 г,Мировые бренды,"Сладости, Кондитерские изделия (МБ)",29,шт,31.00,1.07,4415
89 807,"Картошка с лесным орехом, веган","Сладости, кондитерские изделия","Печенье, галеты",24,шт,30.00,1.25,4413.75
31 619,"Соль пищевая ""Илецкая"", помол №1",Бакалея,Сода. Соль,70,шт,74.00,1.06,4412.4
88 559,"Масло сливочное ""Традиционное"" 82,5%, 170 г",Молочная Продукция,Масло,11,шт,12.00,1.09,4412.15
69 938,"Пастилки детские ""Клубника-Банан"" с маршмеллоу",Детское питание,Детская бакалея,31,шт,52.00,1.68,4412.06
55 590,Ассорти 6 соток огурцы и помидоры черри маринованные с/б 680 г,Мировые бренды,Консервация (МБ),19,шт,19.00,1.00,4412
35 194,Сахар-рафинад Русский сахар 1 кг,Мировые бренды,Бакалея (МБ),30,шт,30.00,1.00,4410
75 004,"Сыр плавленый ""Сливочный"" , 400 г",Сыры,Сыры плавленые,15,шт,15.00,1.00,4405.1
66 002,"Котлета куриная на гриле, зам.",Замороженные п/ф,Котлеты мясо готовые зам,12,шт,13.00,1.08,4405
95 808,Уши свиные с красным перцем,Мясные деликатесы. Колбасы,Мясные снеки,34,шт,35.00,1.03,4404.4
69 281,Печенье Юбилейное Молочное 112 г,Мировые бренды,"Сладости, Кондитерские изделия (МБ)",61,шт,88.00,1.44,4400
17 744,Ядро подсолнечника сушеное,"Сухофрукты. Сушеные овощи, грибы, ягоды. Орехи",Семечки,35,шт,43.00,1.23,4399.5
88 580,Колбаса вареная Итальянская с языком,Мясные деликатесы. Колбасы,Колбаса вареная. Ветчина,19,шт,21.00,1.11,4397
91 539,"Пастилки жевательные ""Мультивитамин"" со вкусом манго СуперМишки, 60 шт",Нон-Фуд,Витамины. БАД,8,шт,14.00,1.75,4390.6
68 429,Пельмени Цезарь Царское застолье 750 г,Мировые бренды,Замороженные продукты (МБ),11,шт,11.00,1.00,4389
69 795,Готовый завтрак Любятово Дуо Микс 200 г,Мировые бренды,Бакалея (МБ),26,шт,29.00,1.12,4389
71 527,Кофе в алюминиевых капсулах для кофемашин L`or Espresso Delizioso 10 шт,Мировые бренды,"Чай, Кофе (МБ)",9,шт,11.00,1.22,4389
75 453,"Напиток ""Грейпфрут-апельсин"" сокосодержащий, 500 мл",Напитки,Соки,40,шт,42.00,1.05,4389
81 477,"Сырники с рикоттой и изюмом, зам.",Замороженные п/ф,Сырники без начинки зам,11,шт,14.00,1.27,4387.6
21 412,"Набор алюминиевых форм 780 мл, 2 шт",Нон-Фуд,Посуда и аксессуары для хранения и приготовления,40,шт,49.00,1.23,4386.6
85 238,"Морс концентрированный ""Клюква"", 500 мл",РНД,Напитки (РНД),12,шт,16.00,1.33,4386.2
94 741,"Щавель резаный, быстрозамороженный",Овощи. Фрукты. Грибы. Зелень,Замороженные моно овощи,20,шт,23.00,1.15,4383.65
89 316,"Бальзам парфюмированный восстанавливающий для всех типов волос ""Табак и Ваниль"", 300 мл",Нон-Фуд,Уход за волосами Арома,12,шт,12.00,1.00,4380.2
55 466,Персики Green Ray половинки в сиропе 680 г,Мировые бренды,Консервация (МБ),11,шт,12.00,1.09,4380
68 845,Грибы Скатерть Самобранка опята маринованные отборные с/б 330 г,Мировые бренды,Консервация (МБ),20,шт,22.00,1.10,4378
81 882,"Сок яблочно-малиновый с мякотью прямого отжима, 1 л",Напитки,Соки,21,шт,21.00,1.00,4374.92
79 411,"Молоко сгущенное цельное с сахаром, 360 г",Молочная Продукция,Сгущенка,26,шт,27.00,1.04,4374
95 598,Пицца Zotman Мясная 350 г,Мировые бренды,Замороженные продукты (МБ),11,шт,9.00,0.82,4371
92 027,"Сыр ""Чеддер красный"" ломтики, 150 г",Сыры,Сыры нарезка,17,шт,19.00,1.12,4369.84
83 286,Вареники с вишневой начинкой,Замороженные п/ф,Вареники постные сладкие,13,шт,13.00,1.00,4368
91 598,Филе грудки утенка без кожи,Мясо. Птица. П/ф охл. Яйца,Утка,7,шт,8.00,1.14,4366
61 640,"Пиво ""Жигули Барное"" безалкогольное, 450 мл",Алкоголь,"Б/а пиво, вино",34,шт,56.00,1.65,4365.66
86 523,Вареники с творогом и вишней,Замороженные п/ф,Вареники творог,14,шт,14.00,1.00,4365.49
19 680,Иван-чай с земляникой,Бакалея,Чай травяной,23,шт,24.00,1.04,4365.1
67 088,"Крем-сыр Пармезан с хлебными палочками, 50 г",Сыры,Сыры снековые,24,шт,29.00,1.21,4365
93 884,"Шашлык из мяса бедра индейки, зам.",Замороженные п/ф,Гриль айс,7,шт,7.00,1.00,4364.6
98 630,Круассан миндально-малиновый_РП,Региональная полка СПб,Хлеб (РПС),34,шт,34.00,1.00,4364.4
78 631,"Дорадо в маринаде 400-600 охл., вес спб",Рыбная витрина,Шашлыки и Маринады вес,6,кг,4.60,0.77,4361.86
22 760,Арахисовая паста с темным шоколадом,"Сладости, кондитерские изделия",Топпинги,23,шт,24.00,1.04,4359.65
37 471,"Клетчатка комплексная, 18 саше по 10 г",Нон-Фуд,Витамины. БАД,13,шт,13.00,1.00,4354.43
49 768,"Окрошка с говядиной, 160 г",Кулинария,Окрошки и холодные супы,21,шт,24.00,1.14,4352.8
37 812,Кислота лимонная,Бакалея,Специи и приправы,48,шт,79.00,1.65,4352.44
16 681,Мыло на отваре чистотела,Нон-Фуд,Кусковое мыло,24,шт,33.00,1.38,4350
96 343,Большая порция блинчики с вареной сгущенкой,ДаркКитчен,Семейный формат ДК,8,шт,6.00,0.75,4350
45 360,"Напиток овсяный Nemoloko шоколадный 3,2% 1 л",Мировые бренды,Веганская продукция (МБ),28,шт,31.00,1.11,4349
77 202,Круассан с марципаном и черной смородиной,Хлеб,Сдоба Круассаны,31,шт,34.00,1.10,4342.4
76 765,"Кофейный напиток 2 в 1 ""Кофе черный с молоком""",Бакалея,Напитки порционные,34,шт,90.00,2.65,4341.15
69 860,"Корм для собак с говядиной, 100 г._РП",Региональная полка,Товары для животных (РП),23,шт,42.00,1.83,4338
97 457,"Шоколад молочный Kinder Country с молочно-злаковой начинкой 23,5 г",Мировые бренды,"Сладости, Кондитерские изделия (МБ)",31,шт,51.00,1.65,4335
91 355,"Пенка для умывания очищающая ""Ним и розмарин"" Термальный источник, 150 мл",Нон-Фуд,"Очищение, тонизирование лица",18,шт,16.00,0.89,4335
82 337,"Соус для пасты с шампиньонами, 150 г",Бакалея,Соусы.Прочее,23,шт,27.00,1.17,4334.1
43 783,Пастила с клюквой,"Сладости, кондитерские изделия","Безе, пастила",27,шт,29.00,1.07,4333.37
18 152,Козинак ассорти,"Сладости, кондитерские изделия","Восточные сладости, халва",32,шт,38.00,1.19,4332.78
53 432,"Готовый завтрак с карамельным сиропом ""Колечки""",Бакалея,Сухие завтраки.Мюсли,41,шт,46.00,1.12,4331.05
23 022,"Чипсы из ламинарии с луком, 90 г",Рыба. Морепродукты,"Снеки, чипсы из морской капусты",23,шт,28.00,1.22,4329.24
67 821,"Средство чистящее для туалета и ванной комнаты, 500 мл",Нон-Фуд,Средства для уборки,17,шт,17.00,1.00,4327.35
93 898,"Печенье ""Кофейные трещинки""","Сладости, кондитерские изделия","Печенье, галеты",17,шт,17.00,1.00,4323.8
83 450,Лапша рисовая безглютеновая,Бакалея,Лапша,24,шт,26.00,1.08,4322.6
80 320,"Блинчики с вишней и Рикоттой, зам., 400г",Замороженные п/ф,Блинчики гурмэ зам,13,шт,14.00,1.08,4322.5
18 150,"Козинак подсолнечный, 40 г","Сладости, кондитерские изделия","Восточные сладости, халва",84,шт,150.00,1.79,4322.45
82 022,Колбаски Мини сырокопченые классические,Мясные деликатесы. Колбасы,Мясные снеки,12,шт,17.00,1.42,4322.25
27 503,"Контейнер герметичный, 1,2 л",Нон-Фуд,Посуда и аксессуары для хранения и приготовления,16,шт,24.00,1.50,4320
63 574,Бомбочка для ванны с игрушкой,Нон-Фуд,Детская гигиена и косметика,13,шт,24.00,1.85,4319.75
75 932,"Напиток Волжанка Горный Лимонад 1,5 л",Мировые бренды,Газированные напитки. Квас (МБ),63,шт,76.00,1.21,4318
18 602,"Мыло жидкое ""Лаванда""",Нон-Фуд,Жидкое мыло,23,шт,25.00,1.09,4315
